DateTime,DeltaT,BlockStatus,MessageType,Bus,Rx_cmd,Tx_cmd,Tx_status,Rx_status,word_count,datawords,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,word24,word25,word26,word27,word28,word29,word30,word31
04:50:42,66.339,2,8000,RT->BC,B,FBC0 03-T-95-92,FBC0 03-T-95-92-->,300,0,32,0x1314,0x78D8,0x082C,0xBCBE,0x58AB,0x0561,0x4DBD,0x2C74,0x36F2,0xD8C1,0xC1EB,0x5F9B,0x72B6,0x1942,0xBEB7,0xDA64,0x4388,0xC694,0x1F4F,0x660D,0x79DC,0x96C8,0x1901,0x6B8C,0xD108,0x9273,0xD4BB,0x9545,0x6130,0x760E,0x7B1D,0x5266
04:51:48,49.208,3,8000,BC->RT,C,DBC0 08-T-75-74,DBC0 08-T-75-74-->,800,0,32,0xC8B2,0x1750,0x2F80,0x39FA,0x0AFE,0x9D07,0x6A8C,0x6CCA,0x65FB,0xA4C1,0x72CA,0x73F0,0x1E63,0x210D,0x75A9,0xD9D9,0x5F9E,0x04D2,0xD9E7,0xC37F,0x244C,0x588C,0x2BA4,0x7EF6,0x73E5,0x3FA5,0x96C1,0x127B,0xB61F,0xA6F7,0x02B7,0x706C
04:52:37,17.998,2,8000,RT->AB,B,EBC0 04-T-78-33,EBC0 04-T-78-33-->,700,0,32,0xCC63,0x4D86,0x0FC4,0x0AF6,0x9984,0x85A4,0xED70,0x7539,0xD946,0xA50D,0xD45F,0x3925,0xF398,0xF864,0x1394,0x82E7,0xB168,0x1586,0xA6EE,0x5E08,0xEE55,0x65BD,0x568D,0x1016,0x0C27,0xD78F,0x4896,0xD91F,0x274D,0xCEF9,0x1356,0xE2FA
04:52:54,61.653,2,8000,RT->BC,B,BBC0 08-T-76-38,BBC0 08-T-76-38-->,900,0,32,0xC6E8,0x0DAE,0x311F,0xE175,0x5067,0x9868,0xD9CF,0x96C9,0xDB4F,0x0487,0x8F68,0xF1F5,0xF818,0xEA8E,0x26B7,0xC151,0x311E,0xC0BB,0x6D58,0x1B75,0x2510,0x4C4D,0xB3D1,0xC3D9,0xF854,0x9F2F,0x48A2,0xF23C,0x6900,0x179F,0xBDEC,0x2E56
04:53:55,60.304,1,8001,RT->AB,C,0BC0 09-T-66-69,0BC0 09-T-66-69-->,0,0,32,0x6265,0xF0B4,0x7DD1,0x7107,0x8E1B,0xB1DA,0xD093,0xC914,0xE5C9,0x2B80,0xCF0B,0xB7C7,0x5D9E,0xBF75,0xD009,0xBFB8,0x7B32,0x8E75,0xE9B5,0x26D1,0xC2A4,0xB8B7,0xBB53,0x3BFB,0x724C,0xD303,0x252F,0x9915,0x31C4,0x68A6,0xA8E0,0xAA8D
04:54:55,23.885,3,8000,RT->BC,B,DBC0 07-T-36-31,DBC0 07-T-36-31-->,600,0,32,0x71DF,0x8EE9,0x0AB5,0xC211,0xA762,0x63EA,0x0926,0x17C7,0x3985,0x2AC2,0x8447,0x580A,0x490A,0x39F6,0x5D97,0xDC6D,0x7831,0x812C,0xFA68,0x9EBA,0xDC4E,0xAE96,0x542F,0xC2B5,0x0579,0x7A7D,0xDE27,0x46AC,0x70E6,0xAACF,0x0EEC,0xF81D
04:55:18,65.063,2,8000,BC->RT,A,5BC0 09-T-46-10,5BC0 09-T-46-10-->,300,0,32,0xFBEC,0xC3BE,0x5C84,0x57AC,0x050E,0x7D49,0x6B02,0xE3A8,0xA043,0xB552,0xF9F9,0x80FA,0xF60E,0xED80,0x7E5B,0x09DA,0x8C96,0x6F2B,0xBD99,0x52AB,0xBDA2,0xD4E5,0xFA9B,0xF3A1,0x60CE,0x65D3,0x10B8,0x1300,0xAAEA,0x12AD,0xCA41,0x5A5C
04:56:23,61.813,3,8010,RT->BC,D,BBC0 01-T-69-91,BBC0 01-T-69-91-->,600,0,32,0xA20E,0x03FF,0xE0A9,0xB382,0xEBA4,0x70F9,0x3CA7,0x223E,0x1044,0xFBE6,0x5BD2,0x6FAD,0xE240,0xFB1F,0x4F8F,0xF547,0x406F,0x8B70,0xF3D2,0xFE2F,0x22C7,0x0C23,0x4AB5,0xABBB,0xA0CA,0x9975,0xF348,0x7570,0xE3F3,0x6DAB,0x1C41,0xE313
04:57:24,30.658,3,8001,RT->BA,A,FBC0 09-T-40-28,FBC0 09-T-40-28-->,400,0,32,0xA1A5,0x00CE,0x7855,0x2CBF,0xF651,0xB9B8,0x02B6,0x923B,0x8C0C,0x561E,0x6DAA,0x67D0,0xA26E,0xFA35,0xE146,0xC520,0x936F,0x0758,0x1552,0xD7AC,0xA1C9,0x1899,0xDD6F,0x07A1,0x5E57,0x369F,0x4799,0x938C,0xF6F1,0x5D67,0x7409,0x06D6
04:57:54,46.523,3,8000,RT->AB,D,ABC0 08-T-96-68,ABC0 08-T-96-68-->,0,0,32,0x9F81,0x742B,0x94E5,0xCC1D,0xCB52,0x2E7C,0x7FE4,0xEA46,0x5D44,0x33E1,0x75F4,0x143E,0xC283,0x5FAD,0xD7B3,0x6351,0x5E75,0x3CDA,0xBE9B,0x4A92,0x3BF7,0x3E16,0xB256,0xAE05,0xD885,0x4C1D,0x3439,0x3B42,0x4726,0x9930,0x12C7,0xDCCD
04:58:40,43.525,1,8001,RT->BC,B,4BC0 07-T-21-97,4BC0 07-T-21-97-->,800,0,32,0x6751,0x6545,0xC73E,0xD581,0x1D6C,0x1054,0x8AAA,0x0BA8,0xE71A,0x380A,0x114D,0x6A96,0x63F8,0xB12A,0x006B,0xA815,0xA553,0xDD32,0x6616,0xE819,0xE75F,0xDD57,0x28F4,0xF55E,0xFFF0,0x7549,0x4B22,0x0FE0,0x983E,0x9132,0x4885,0x5D5D
04:59:23,33.19,3,8010,RT->BC,A,4BC0 03-T-81-14,4BC0 03-T-81-14-->,900,0,32,0x7357,0xAEFB,0xC6C2,0xE89A,0x2E88,0x7298,0xAA66,0x081B,0xAFCD,0xBD24,0xD5D4,0x5F9C,0xDF8C,0x68F8,0x9E60,0x3785,0x0661,0xFFBB,0x87E3,0x9A86,0xF8A1,0xAC78,0x980D,0x4A19,0x6BA5,0xC56D,0x3906,0x0864,0x119A,0xB4B2,0xB2CD,0x80FD
04:59:56,67.642,2,8010,RT->AB,D,1BC0 04-T-47-96,1BC0 04-T-47-96-->,0,0,32,0x34A4,0x58AE,0x5D6C,0x81DF,0x58A1,0xF0DB,0x7579,0x877A,0xFAC4,0xAB88,0x8F19,0xCCAC,0xD5B2,0x0AD8,0x0D7C,0xD8A7,0x7FE4,0x30ED,0x49E8,0x0367,0xE0FA,0x3458,0x0DDC,0x26FF,0x2507,0xF56E,0xFEC4,0x2A65,0xFA71,0x18EE,0x1DF9,0x9D47
05:01:03,65.819,2,8000,RT->AB,A,CBC0 02-T-25-42,CBC0 02-T-25-42-->,400,0,32,0x76DC,0x1472,0x03E9,0x43F9,0x340E,0x1234,0x6412,0xD298,0x320F,0xA9C9,0x7434,0xB889,0x7A8F,0x7A36,0xD587,0x8EAB,0xBB04,0xEE0D,0x1E95,0x737E,0x55E0,0xF3E7,0x0CCC,0xFF58,0x251E,0x36D2,0xB12C,0xE417,0x5D25,0x7007,0x75E6,0xA314
05:02:08,33.907,2,8000,RT->AB,C,EBC0 06-T-42-66,EBC0 06-T-42-66-->,0,0,32,0x71A6,0x25C4,0x5C1E,0x9A38,0x49FB,0xF277,0x6C39,0x84D2,0xE2AB,0x2186,0x176F,0x00E9,0xAAE4,0xB0B8,0x63E1,0x6E08,0x622F,0x0C34,0xAED7,0xAFF7,0x8F68,0x66A8,0x26F4,0x77F5,0x37ED,0x10F4,0xEAD7,0x4A6C,0x15AD,0xDB8D,0x3A32,0xF879
05:02:41,81.617,3,8001,RT->BA,D,9BC0 06-T-80-65,9BC0 06-T-80-65-->,100,0,32,0x097B,0x5207,0x3E00,0xFFFD,0xADA3,0xDBE5,0x7573,0x4825,0xB48A,0x38C7,0xC317,0xF9C7,0x9187,0xBF5A,0x09E6,0xC93F,0x722C,0x1469,0xCC16,0xDDB6,0xF8A0,0x0513,0x10B3,0x3A67,0x1F24,0xCEA9,0x8D7F,0x596E,0x92BD,0x9002,0xC51E,0x25F0
05:04:02,16.279,2,8010,BC->RT,C,BBC0 04-T-40-70,BBC0 04-T-40-70-->,900,0,32,0x1FE8,0x9409,0xE1DA,0x3F19,0xFA8A,0xE3B1,0xDEC3,0xB887,0x283D,0x9B17,0xCC78,0xDEE3,0x5247,0x43A9,0xFBF5,0x2EA7,0x1369,0x5A6A,0x8C0F,0x48EB,0xE155,0x8358,0x564E,0xB332,0xBE12,0x9865,0xB14A,0x31AF,0x0DAB,0x2B26,0x7D79,0xF18B
05:04:18,77.874,2,8000,RT->BC,C,FBC0 05-T-34-68,FBC0 05-T-34-68-->,0,0,32,0x85D9,0x361E,0x850A,0xDB01,0x8FA1,0xCF97,0xAD4C,0x101A,0xA5ED,0x3921,0x034B,0x1944,0xFBB3,0xCB59,0xD37C,0xA07E,0xFF98,0x4345,0x507D,0xEC98,0x2C57,0x8645,0xB3BA,0xEB66,0xFCB3,0x69A7,0x5CF8,0x4E59,0xD66D,0xA7BA,0xC012,0xED4F
05:05:35,17.46,3,8001,RT->BC,D,7BC0 10-T-45-39,7BC0 10-T-45-39-->,500,0,32,0xC973,0x7CAA,0xE5A6,0x1785,0x3D96,0x0E02,0xA649,0xCA31,0x5843,0xE021,0xE3E2,0x7B76,0x902F,0xE816,0x6480,0x5A5D,0xEB1F,0xE54F,0xB7FA,0xCCB9,0x352B,0x445A,0xAECA,0x6148,0xD963,0x1716,0xEA0E,0x97E2,0x6BEF,0xB168,0x816C,0x621A
05:05:52,51.05,2,8000,RT->AB,D,6BC0 05-T-99-52,6BC0 05-T-99-52-->,600,0,32,0x0616,0x402D,0xBAE1,0xEDF7,0x9AEF,0xB657,0xDE5D,0x004F,0x7C2D,0x9AD7,0xE1E5,0x2177,0x84FC,0xC331,0xE5DB,0x6721,0xF1E5,0x5DE4,0x5C77,0x4BC0,0xFB83,0x6022,0x9BFF,0x7DBB,0x927D,0x4560,0xD230,0xAE1A,0x3376,0x10A4,0x292D,0xB354
05:06:43,80.794,2,8001,RT->BA,C,CBC0 02-T-47-93,CBC0 02-T-47-93-->,700,0,32,0x21D3,0xCE2F,0x08D5,0xEA9D,0xD375,0xBBA7,0x120A,0x18AD,0x2C24,0x638B,0xABC9,0xFAE2,0x6DAD,0x2294,0x5CEF,0x0B65,0xC43B,0x49F5,0x9BFD,0xC27D,0x7E2A,0x2848,0x0E50,0x2429,0x3B13,0x9D41,0xB187,0x6105,0x1445,0x9F93,0x5706,0xCC55
05:08:03,28.845,2,8000,RT->AB,B,8BC0 07-T-41-36,8BC0 07-T-41-36-->,600,0,32,0x69E1,0x2D25,0x7DAD,0xE31D,0xFC20,0x091C,0xFFB5,0x910E,0xF331,0x912E,0x8D1D,0x8028,0x8668,0xA64A,0x9549,0x9A67,0x9E07,0xB83A,0x622F,0xFED2,0x4E3B,0x6BA9,0x8FBD,0x34FA,0x2CF3,0xE42C,0x36F7,0x1AEE,0x085E,0x8CE1,0x3650,0x4A15
05:08:31,85.394,2,8001,RT->AB,C,CBC0 07-T-79-47,CBC0 07-T-79-47-->,0,0,32,0x166F,0x4159,0xF249,0x7FE4,0x6ED2,0x7A17,0x97C8,0xFB09,0x5784,0x3720,0x1DD2,0x7B15,0x36CA,0xDD82,0x519D,0xD01F,0x15B2,0x6B3E,0xDAB9,0x5B21,0x023B,0x00FD,0x7B79,0x7FD9,0x26EF,0x7A4F,0x4ACC,0x283B,0xDA8D,0xA09C,0x1A92,0x6ED8
05:09:56,30.19,2,8000,BC->RT,A,3BC0 07-T-19-26,3BC0 07-T-19-26-->,200,0,32,0xCFDF,0x4474,0x5AB4,0x8824,0xCAED,0xC6BE,0x22AC,0xDBC4,0xE6EC,0xC218,0xB168,0xE40C,0xE2DB,0x34C9,0x0038,0x4729,0x7D5A,0x4D8A,0x4F1A,0x3F5A,0x6F98,0x6CEE,0x2B26,0x9A07,0x6C75,0xE13E,0xECDA,0x19AF,0x82ED,0x227C,0x21F2,0x33D8
05:10:26,87.06,2,8000,BC->RT,C,7BC0 10-T-33-98,7BC0 10-T-33-98-->,200,0,32,0x9A14,0xA7AC,0xD9D9,0x8103,0xD8EB,0xE4D5,0xA151,0xE2BA,0xFDE9,0xC0AB,0xEAAB,0xA1DF,0x48E8,0xEA03,0x0BA8,0xD763,0xA615,0xB5C3,0x007A,0x7034,0xFA96,0xF501,0x0F6D,0xDC6E,0x28A3,0x9A28,0xBA2A,0xA112,0x60C8,0x88CD,0x54CD,0x320E
05:11:53,26.432,2,8000,BC->RT,A,DBC0 07-T-34-26,DBC0 07-T-34-26-->,0,0,32,0xE9EF,0x7FEE,0xCB2C,0x0BF1,0x74DB,0x865D,0xFDD7,0x03D5,0xB0CA,0x2F2D,0x5995,0x7574,0x9C81,0x9B91,0xB94B,0x2298,0x04A7,0xA5E1,0xCD98,0xBD38,0xF7D8,0x49FD,0xCF1E,0x3280,0x1FB5,0x16BD,0x1D9F,0x4EA9,0xF6BD,0x7C1A,0x947C,0x9DC7
05:12:19,18.583,2,8010,RT->BA,B,3BC0 01-T-99-49,3BC0 01-T-99-49-->,200,0,32,0xB3C9,0x0A4A,0x70D5,0x1B30,0x7285,0x6F43,0xDBF3,0x5878,0xBD86,0x7EE7,0x194D,0x5A09,0x83A1,0xEF3F,0xC047,0x34FA,0xBFB9,0xD2D1,0xF756,0xB345,0x498D,0xF143,0x8751,0xA043,0x8C23,0xE5F9,0x3F51,0x32F0,0x1D5E,0xFEF9,0xD55D,0x90D0
05:12:37,83.905,2,8000,RT->BA,A,CBC0 08-T-37-22,CBC0 08-T-37-22-->,300,0,32,0x2ADD,0x1609,0x1970,0x9351,0x8022,0x61B1,0x34D9,0xA051,0xB647,0xD86D,0x7EA1,0x0949,0x79A4,0x5312,0xAA23,0x8B52,0xC3B3,0xBCC4,0xAA50,0x3507,0x1EAC,0x8CB8,0xD89F,0xBAB6,0xAD52,0xDBDB,0x9B08,0x4F25,0x38C3,0xF98D,0x227F,0x241D
05:14:00,50.255,3,8000,RT->BA,D,9BC0 10-T-18-23,9BC0 10-T-18-23-->,100,0,32,0x2F46,0x0543,0xEF06,0x4122,0xA01F,0xBF66,0x141E,0x552C,0x8057,0x2633,0x9FCA,0xE8F6,0xC062,0x1962,0x2A84,0x421F,0x2A4F,0xC06B,0xB3BD,0xC463,0xFA95,0x3614,0xEA85,0x7C18,0x8EEC,0xA4D7,0x02C2,0x20A7,0x0515,0xF770,0xD765,0x1192
05:14:50,31.803,2,8000,RT->AB,D,5BC0 10-T-30-53,5BC0 10-T-30-53-->,700,0,32,0x6A89,0xF438,0x800D,0xE7AA,0xBC82,0xBA90,0x7882,0x4557,0x516A,0x784D,0x89E9,0x6EC4,0x4386,0xE1E7,0x050E,0xB7E7,0x218C,0xD112,0xBD34,0x536A,0x4402,0xD17E,0x2FE3,0xCD70,0xC7E9,0x993D,0xD022,0xC542,0x7C08,0x2F5C,0xC92F,0x66BA
05:15:21,58.224,2,8010,RT->BC,D,8BC0 02-T-55-58,8BC0 02-T-55-58-->,0,0,32,0xD089,0xD247,0xEA82,0x203A,0xD872,0x3719,0x3797,0x415C,0xD433,0x72CB,0xEAE8,0xC6D5,0x7408,0x2662,0x8B58,0xBC0C,0x59F5,0xDDC5,0x3862,0x6EB8,0x12A5,0x97B5,0xFC7D,0x81A3,0xF04B,0xE403,0x253A,0x16AB,0xCA03,0xB885,0x491D,0x0FB1
05:16:19,60.484,1,8000,BC->RT,C,5BC0 04-T-98-20,5BC0 04-T-98-20-->,600,0,32,0x97A1,0x0C50,0xD354,0x4619,0xD6FB,0x4ABE,0xD55B,0xAB69,0xC0EE,0xB16B,0x8615,0xB4D3,0xCA84,0x24C6,0x2BEE,0xC5E0,0x48FF,0x7A45,0xFF60,0x1061,0x7C8E,0x8A2F,0x09FF,0xA030,0x1BCD,0x55FA,0xAB72,0xD694,0x044C,0x6FF0,0xCC4B,0x80B3
05:17:19,19.096,2,8000,RT->AB,A,2BC0 03-T-67-79,2BC0 03-T-67-79-->,400,0,32,0xADD6,0x7E83,0xFBE2,0x1840,0x0FC8,0x37D1,0x7D4D,0xF5E3,0xCB5A,0x472E,0xB7E9,0x121F,0xF7D6,0x7F4A,0x3CE7,0xAAB8,0x7B42,0x5544,0x2B50,0xC508,0x01FF,0x34DE,0x9C61,0x5347,0xCE21,0xD9D9,0x4341,0x17E6,0x6285,0x3434,0x977B,0xDA62
05:17:38,69.585,1,8000,RT->AB,D,3BC0 08-T-58-78,3BC0 08-T-58-78-->,600,0,32,0xA465,0x87ED,0x5327,0xC076,0xF235,0x5949,0x0789,0x6B82,0x5BB5,0x89B2,0x51B7,0x70C8,0x907E,0x5232,0x9D0A,0xE40A,0x100E,0x033E,0x5361,0x76AF,0x4D8B,0x9E01,0x229B,0xE506,0xB330,0x9D40,0x81C1,0x3342,0xF706,0x1071,0xD497,0xF3F1
05:18:47,63.836,2,8001,BC->RT,C,BBC0 06-T-90-81,BBC0 06-T-90-81-->,800,0,32,0x3CFC,0x6238,0xC3D9,0x37CC,0xD59D,0xF908,0xE7D3,0x0831,0xAA7F,0x130E,0xF78F,0x1A46,0x96F1,0xAE4A,0x6579,0xDBAB,0x00EC,0x6CFC,0x4612,0x19F2,0xEA6E,0x6238,0xBA51,0x5C92,0xFD3F,0xB344,0x81FF,0x3A3A,0x271C,0xE110,0x6FAF,0x6CB2
05:19:50,58.594,3,8001,BC->RT,D,FBC0 02-T-27-68,FBC0 02-T-27-68-->,0,0,32,0xEDA6,0xA165,0x578D,0x1363,0xBB53,0x7181,0x0312,0x3B36,0x4B19,0xBB37,0xBEFB,0xA4C9,0x01B0,0x167D,0xC9F5,0xF8FD,0x1105,0xDB32,0xD3B1,0xC220,0x0044,0x71EE,0x5D8A,0x5D6B,0xD419,0x77BD,0xA8E9,0xE4DE,0x305D,0xA489,0x1314,0x9A79
05:20:48,52.361,1,8000,RT->AB,B,1BC0 10-T-96-77,1BC0 10-T-96-77-->,400,0,32,0xAAF0,0xC7B5,0x42B0,0x9D33,0xB610,0xFE5D,0x7FCC,0xB9EB,0xE85E,0xDCB5,0xD738,0x1DAB,0x764D,0x93F4,0x02C0,0xD005,0xB11C,0x8A57,0x5E2E,0xA935,0x265B,0x279E,0x25B8,0x9DF4,0x9002,0xCE87,0xC270,0x34FA,0xFCBE,0xEDF7,0xDFAB,0x9E0E
05:21:40,55.789,1,8000,RT->BA,B,4BC0 02-T-36-91,4BC0 02-T-36-91-->,700,0,32,0xB3E0,0x5C83,0x5480,0xF888,0xDA3E,0xE8A5,0xE44B,0x76B8,0x5949,0xE1DA,0xFCA2,0xFF15,0xCE84,0x0BC1,0xA0F2,0xC7C8,0x6600,0xFBE7,0xC72D,0x4A5D,0x2AEA,0xC937,0xECA6,0xF886,0x4A91,0x255F,0xFFC6,0x3062,0xF090,0x616E,0xE743,0xCC14
05:22:35,61.744,3,8001,RT->AB,C,0BC0 08-T-67-86,0BC0 08-T-67-86-->,200,0,32,0x57E1,0x3604,0x2926,0xBDC8,0xFC12,0xB9AB,0xCBCC,0xA60D,0xE861,0x5779,0x4396,0xAF57,0x5984,0x58DF,0x831B,0x2C5C,0x4DBD,0xEAE7,0x6005,0x737A,0x55AC,0xD1C9,0xE386,0xD2A4,0x0A4C,0xD6B1,0x3A33,0xC847,0xDAAE,0xD88E,0x586F,0xD5E2
05:23:36,34.308,2,8000,RT->BC,D,9BC0 08-T-91-88,9BC0 08-T-91-88-->,800,0,32,0x7184,0xE3AB,0x374D,0x627F,0x0756,0x99EB,0x7AD7,0xC1C2,0xB446,0x9530,0x3A26,0x88F4,0x5216,0x8183,0x6D89,0x8248,0x8071,0x311D,0x2657,0x9FE8,0x408F,0x1687,0xAD7A,0xC29C,0xC38E,0x6BF5,0x7989,0x3BCC,0xA020,0x9792,0x910B,0xD11F
05:24:10,82.706,2,8000,RT->BA,B,2BC0 07-T-98-64,2BC0 07-T-98-64-->,600,0,32,0x2227,0xB4DC,0x1F98,0x838E,0xEA9D,0xC0BA,0xDFEF,0xFC70,0xB034,0xDD4A,0x5140,0x950E,0x4A16,0xFA32,0xA385,0x699D,0xA06F,0xAAF5,0x658F,0x8F75,0xA21E,0x7B69,0x01B8,0xAE5A,0xEEA0,0xFC02,0xD2DD,0xF5AC,0x55FE,0xE8A6,0x898E,0xDF60
05:25:32,65.97,2,8000,BC->RT,B,ABC0 10-T-28-96,ABC0 10-T-28-96-->,100,0,32,0x068F,0xB439,0x3AF6,0x25FD,0xCCA7,0x1400,0x3A7B,0x79E4,0x8328,0x24AC,0xF76E,0x5C07,0x1E3C,0x9EBC,0x91A4,0xFD6A,0x8E3F,0xC2B4,0x0977,0xFCC8,0x7F14,0x007C,0x9F4B,0xE52D,0xAAD0,0xC0CA,0x6615,0x874F,0xBFB7,0x6F85,0x6A33,0xA491
05:26:37,80.602,2,8000,BC->RT,C,3BC0 06-T-94-48,3BC0 06-T-94-48-->,600,0,32,0x1D9A,0x8F3F,0xF511,0xDA55,0xD2F5,0x1D99,0xE7E2,0xCD7B,0xE27F,0xC497,0x315C,0xFE00,0xC971,0x1DC1,0xC4D8,0x1F7B,0x171F,0x2CD3,0x7EF2,0x9372,0xC3FB,0x2B21,0x2D33,0x3695,0x3FEC,0xCE6D,0xF549,0xEEEB,0xBDB3,0x61FA,0x223C,0xA2B8
05:27:57,37.027,1,8000,RT->AB,C,CBC0 10-T-74-43,CBC0 10-T-74-43-->,600,0,32,0x6B41,0x52E6,0x3773,0x19C9,0xB320,0x6BC1,0x9910,0x15B6,0x3001,0x352E,0xDD92,0x7C72,0x455A,0xEFD5,0x0C7E,0x37CF,0xC996,0x1F19,0x7F5D,0x1374,0x52B6,0x4B37,0xFEE5,0x8EE4,0x1E20,0xC9C8,0xABE7,0xD66B,0xEEC2,0x389F,0xA79F,0xCE63
05:28:34,38.929,2,8010,RT->AB,C,8BC0 06-T-79-15,8BC0 06-T-79-15-->,100,0,32,0x80D4,0xEC00,0x7BD0,0x6865,0xD637,0xF746,0x086F,0x2225,0x953B,0x689A,0x35AC,0x28DF,0xB69A,0x286F,0x5733,0xD39A,0x586D,0x264F,0x5DBB,0x386E,0xE018,0x675B,0xF3E7,0x5C62,0x00FA,0x1573,0xFCD6,0x6DAB,0xED6E,0x79CC,0xFA42,0xE383
05:29:12,48.524,1,8000,RT->BC,B,6BC0 05-T-56-97,6BC0 05-T-56-97-->,0,0,32,0x7320,0xCE8C,0x41F7,0x6EE8,0xAEFF,0x3BFD,0x0FDB,0xF511,0x9B3E,0xA11F,0xD3D3,0xDA64,0x0961,0xFB28,0x2FF7,0xF344,0x4119,0xA16F,0x63B1,0x60D6,0x14BF,0xC9FE,0x0AD2,0xE861,0xEADC,0xA46E,0x0182,0x0FB7,0xC5A7,0x4A7B,0xC8C8,0x21EC
05:30:00,12.472,2,8000,BC->RT,D,7BC0 09-T-99-10,7BC0 09-T-99-10-->,400,0,32,0x2790,0x90F8,0xDC7E,0x9053,0x36D2,0x2B43,0xD3C0,0xE8A6,0x0DC2,0x8AA9,0xA496,0xD13A,0x135B,0x95BE,0x519F,0x490E,0x05F1,0x324E,0xECFA,0xCD70,0x7941,0xD9CB,0xE414,0x6526,0xD05D,0x20F9,0xD1C8,0x9E43,0x9122,0x173B,0x1E89,0xAC98
05:30:12,32.954,3,8000,RT->BC,B,ABC0 03-T-32-59,ABC0 03-T-32-59-->,800,0,32,0x1253,0x9B29,0x823C,0x3D9F,0x4502,0x01DA,0xD289,0x0ACB,0x4B4D,0x92D9,0x1250,0xCD1D,0xB9F5,0x7CBD,0xBC7F,0x0DD9,0x2CC1,0x280F,0x99C0,0xAF28,0x0700,0xCD1F,0xAD91,0xBFDE,0xDE94,0x83F2,0xAECB,0xF1F2,0x8C4A,0xC496,0x50B7,0x4F70
05:30:44,57.83,3,8010,RT->AB,D,1BC0 01-T-20-80,1BC0 01-T-20-80-->,400,0,32,0xCDF7,0x8602,0x0A7D,0x01B4,0x81FA,0xC4A7,0x4DE6,0xC8EE,0x99D8,0x3757,0xE979,0xB663,0x30F3,0x7586,0xEDD9,0xA564,0xCEE5,0xCF4B,0x69FC,0xCB62,0x631E,0xF0C3,0x5B98,0xB0F6,0x2FEF,0x895C,0x9EFA,0x0D88,0x0F9B,0x6C92,0x1A9C,0x1BC1
05:31:41,40.588,2,8000,BC->RT,C,CBC0 10-T-54-65,CBC0 10-T-54-65-->,500,0,32,0x440D,0x5572,0x3B8C,0x50FF,0x545E,0x6DEC,0xA660,0x5AD3,0x7061,0x340E,0x2C7A,0xB937,0xAEC3,0xCF7A,0xF3F0,0xDE87,0xCA57,0x34FA,0xD795,0xEF2D,0x9FC1,0x013B,0x49CE,0x638B,0xF0A7,0xE79D,0xDA10,0xCFDE,0xACEE,0x3535,0x97BE,0x85A2
05:32:21,70.436,3,8000,RT->AB,A,0BC0 04-T-81-70,0BC0 04-T-81-70-->,200,0,32,0xB0C9,0x03DB,0x4A81,0x4CB3,0xBD34,0x4EA0,0x718D,0xF67D,0x6943,0x9E9C,0x3F5B,0xF5C6,0x9A21,0x243B,0x179F,0x4276,0xDD60,0xF732,0x5321,0x9E34,0x3CB7,0x594F,0xA9A5,0xCE43,0x3E37,0x40CA,0x3261,0xC6A1,0x6C37,0x7B16,0xFA72,0x9B70
05:33:31,14.588,2,8000,RT->BC,C,6BC0 07-T-59-44,6BC0 07-T-59-44-->,300,0,32,0x24D7,0x1EB7,0x67F5,0xF3FB,0x41B6,0x9030,0xFB26,0x0D7B,0x7800,0x9280,0x446C,0xBA1B,0xD444,0xDE3C,0xB173,0xE8C4,0xB58E,0xD510,0xE344,0x976F,0xF508,0x4BFD,0x5FFC,0xC14D,0x60A2,0x87FE,0xAE5C,0xE4F5,0x4BD2,0x3F51,0x4FC7,0xC12B
05:33:45,56.048,1,8000,RT->BA,B,3BC0 07-T-75-84,3BC0 07-T-75-84-->,400,0,32,0x031D,0xA7A2,0xB695,0xE6FF,0xEFA6,0x83C8,0x15D7,0x8F68,0x9EC3,0x2109,0x418E,0x824B,0xD4BB,0x1ECC,0xE98F,0xAECA,0x0AC1,0x605F,0x3924,0x69D1,0x0EF6,0x6984,0xD04B,0xAD72,0x3501,0xE5A9,0x944F,0x5303,0xD8EB,0x6AD5,0x51C0,0xA82F
05:34:41,88.829,3,8001,RT->BA,C,BBC0 09-T-87-56,BBC0 09-T-87-56-->,200,0,32,0xB639,0xE430,0x9E49,0x7636,0x1CA1,0x51E3,0x5192,0xB396,0x37A4,0xDC99,0xA0DB,0x4691,0x52A4,0x1055,0x2C30,0xD0A6,0x66C7,0xA7B1,0x78F1,0x4FC4,0x0A5F,0x2712,0x9179,0xE643,0xFF5F,0x64E5,0x4F2D,0xB87C,0x7C8A,0x3670,0x868F,0x6077
05:36:09,41.351,1,8000,RT->BA,A,3BC0 08-T-79-81,3BC0 08-T-79-81-->,900,0,32,0x0A99,0xAA6B,0xC650,0x0D49,0x986D,0xC894,0x0BA8,0xEA96,0xA233,0xD9D9,0x007B,0x577E,0x8157,0x163D,0x2C67,0xCF18,0xB547,0x57FC,0x55FC,0x69AF,0x9F96,0xA05A,0x46A5,0x7DD1,0xA06F,0x0FE2,0xCB11,0xF7E1,0xF81C,0x726A,0x6D94,0x45B0
